gmap_id,review_count,review_text_count,response_count
0x80906d56a3a5909b:0x8796545a268839b8,53,28,0
0x80906d56dd384edf:0x8beba35d8defe0ff,228,146,0
0x80906d754339829b:0x5499e6067e31c8b5,118,54,0
0x80906de0c2c6df1d:0xbdb32031d26e2762,131,122,1
0x8090700193ddf41d:0x162aab63c830b1cc,108,72,0
0x80907001eaab392f:0xb6b37e821e8dbe4a,145,81,21
0x80907057e99ee7c9:0x27a59982d8cf073d,68,42,0
0x80907275417e1e35:0xbce330f76826bed2,94,53,0
0x8090729a668825e5:0x443006b189824fde,48,27,0
0x809072a59d013d1b:0x2af0a15b491083e0,186,106,25
0x809072ac7f9ba9a5:0x44943bdfb3b7212a,57,46,0
0x809072ad5d94b52d:0x2a88a02fcc8bdeb2,438,202,0
0x809072b05a08bcb3:0x4aa8e0251435e979,88,59,65
0x809072b1a1805ba3:0xdb953b98786d4943,78,65,0
0x809072b2317e34e1:0x6d115a9e807a60ff,68,24,0
0x809072b950eaa88d:0x852d381d93bf7891,265,112,0
0x809072b95ac2c107:0xefe00e99a08f4921,724,429,1
0x809072bb55f59e21:0xec2f952a88ff331c,128,89,0
0x809072bebbc465d5:0xeb704fdb73963a63,214,138,0
0x809072bf021dc2a1:0xda314de9b5408b9b,68,51,7
0x809072d2929a0565:0xf5a463592fc5eb7,587,534,556
0x809072ecdd54ce71:0xf79bab5bfaad150b,177,78,0
0x809072f7ed668155:0xbd6fcd956a23c56d,76,36,0
0x809073531a3bc7c7:0x5d6e07abddcdd50e,120,68,0
0x809075355a0f6157:0x91568ab07d78dd92,58,38,0
0x80907554a7461589:0xba25bc4cfacbc529,218,128,166
0x80907555af592c9d:0x3f73136a5aa7edf,88,79,0
0x80907556a3630431:0x5c93fc37952563b2,638,403,252
0x8090760e5117651b:0x8d5a82e8526c4838,148,96,0
0x8090761e9a94e74b:0x6f29af1cd876d910,124,95,124
0x80907d65b177d24d:0xb226a778faa16005,134,59,109
0x80908169c37b8f1b:0xdf762b20b305d9d5,78,43,0
0x8090844fea48cb3b:0x55a3df78222706ea,118,75,0
0x8090959ad635dbbf:0xd1fd41bcafd4e9d7,128,79,51
0x8090959ad7a40bcb:0x798b7dcfd435aa9a,327,183,0
0x809095a31ef8c71f:0xd70a99a2d4dcee50,158,103,78
0x809095d3fa1e3ad5:0xf2773273661460e3,78,55,0
0x80909b0d9038f887:0x82cb46b9673b3d80,88,53,0
0x80909b43365564db:0xfb6d1fc204f53f4e,68,45,0
0x80909b7732dfd1f7:0xa0bf2a11d5bf89,57,36,1
0x8090a547a54c71fd:0x4f4bcb9ad60d6ea1,176,96,43
0x8090a564299b0f4d:0xec31e53a097e508d,83,61,0
0x8090ac5c9a76e4b5:0x5d914ebc1a6c3cb2,68,44,0
0x8090bc15d0e51c27:0x7f61f4c3e5f74ac3,264,158,2
0x8090bc3dd110662d:0x152da2da07b0d007,145,97,2
0x8090bc3e95942319:0x786c4806af2ddbfd,308,181,0
0x8090bc3eb0c90555:0x80c69c5b605bad53,158,98,3
0x8090bc3eb615e51f:0x1acbaf3ba863122a,278,187,64
0x8090bc3eba006a1f:0x7e37ab3fd28db945,57,53,56
0x8090bc547a923237:0x4307942181ba8b48,449,241,14
0x8090c376a33d6a81:0x7e0da7d4e1a54c66,3118,1772,1963
0x8090c46e3276aadb:0x7889ddd95e5fb72,65,36,0
0x8090c53b6f6635b3:0x697f2538bd19cd97,64,29,56
0x8090c550159ba59d:0x4b43536902adda95,88,72,0
0x8090c5881ca5fff3:0xe44acac90b95738b,81,53,0
0x8090c589b9cd55ad:0xba71fdc95f24d6dc,53,32,0
0x8090c59405e86561:0x7ee2232d3f0daf42,2135,1094,0
0x8090c5943819098b:0x71998af0375eddda,128,67,0
0x8090c594f4fafc29:0x68e1261c1bf75859,98,47,0
0x8090c59685213989:0x6bc6f4e5c0728415,55,38,0
0x8090c5c213440b4b:0xd5c139e562d47361,68,48,61
0x8090c5c895d95517:0x9bef71ccf025b6ac,58,29,3
0x8090c5d155c247e7:0xedbb5f9bf6c625e4,77,54,1
0x8090c5d169bdea4b:0x24eb86046faaf347,88,53,0
0x8090c5d17041de1d:0x3964bc3d9cf28c56,54,35,7
0x8090c5d1a32836a7:0x10148acfa77b5f84,58,49,0
0x8090c5d1c15cbe87:0x13a54b8acbe539cd,316,245,64
0x8090c5dea0525901:0x6e19570559c810bd,96,60,29
0x8090c6f07bd1e611:0x6ce14ea1a9974c8e,68,55,50
0x8090c6fa131719a3:0x3b626888cbd6c918,53,23,0
0x8090c710342348ad:0xbc0b77e5e0dcabba,55,38,27
0x8090c71aa5164f61:0x29d706bd20de800c,133,82,3
0x8090c7e48579e129:0x3f389f075ca8b92e,85,48,6
0x8090cb1341f8de31:0x2480d1581336dcce,73,40,0
0x8090cb3ea39b2db3:0x5badf24ccb31ac1d,68,46,0
0x8090cb8b904945e7:0x17d395e975e71fce,136,94,0
0x8090cbf498ca19cb:0xd5e0888d15e119e4,88,41,0
0x8090cc0a13b96435:0x7eec69c3247af6f2,288,212,0
0x8090cdf0c6688095:0x49091668ca59c33e,125,45,0
0x8090cef2e1300e81:0xfec176ef48ac545d,58,43,32
0x8090cf0e9d99cbb7:0x8d24f0f5164f372b,111,80,30
0x8090cf626fecc5fb:0x9add1899e9eb771b,114,64,97
0x8090cf62b86c8127:0x4df0d650129228f,1049,420,6
0x8090cf71ebafb9c3:0xf9c4ac915d6e4240,156,103,0
0x8090cf7212114f8b:0xcfb37fd6844c66d1,84,72,0
0x8090cf7c69e41889:0x5939e4c5600190d3,118,79,0
0x8090cf9951565885:0x3ae4d71affbf0834,51,32,0
0x8090cf9daebe5045:0xda53e5e2bc78aeda,56,37,8
0x8090cfa2cdcb0551:0x6794b783e21c2d0f,74,33,0
0x8090d55d24d3b1f1:0x8e514f8f38c3cf3e,76,60,0
0x8090d5b44ef0fb27:0x44626203c685ee35,148,111,0
0x8090dbc0a068432b:0x9d0c0d8363b9a351,67,28,0
0x8090e5711e03a7e5:0xc9adeff67b52536c,166,119,1
0x8090e59bd8bcbe51:0x50a88c7e880547de,128,64,0
0x8090ebe596c5dea7:0x85d480dc8eb11ec3,58,38,0
0x8090ebefcb98839d:0x4589018c43fd45cc,58,33,0
0x8090f67eb7b7a609:0x2aa0b0ad8dd8d780,1218,558,0
0x8090f786cf701ccf:0x20145eb106af3ac2,95,45,0
0x8090f82a6c4eef37:0x2e52342dde7b32f2,88,66,11
0x8090f82b0abf0ab3:0x188d0f87d47288ef,164,91,0
0x8090f82b3b72c11f:0xf20cbd0c04c6f9dd,58,21,0
0x8090f834ba28951f:0xf97f24c4cb4e68c,54,40,13
0x8090f837f504a3d3:0x82464d7cd8861e61,121,98,35
0x8090f84c0e9bdb71:0x11b8e89707b5a9c0,117,91,114
0x8090f92245ab3e1f:0xb89405e02e363210,135,73,0
0x8090f9b0c3b1cb47:0x9fda5644da9761b5,98,57,88
0x8090f9b6dbae09dd:0xd02976eb37bf43ae,53,32,17
0x8090f9c115f76b7b:0xa2de45ad57e1b0ac,75,31,0
0x8090f9c24d6ae83d:0x2b9874c8f7ded289,53,29,5
0x8090f9c3e4f7beed:0x6ca158248ecb702f,672,325,58
0x8090f9c5e7f92449:0x4bb9e8ae77c155f1,64,48,5
0x8090f9c5f6c7fb37:0xf1520581ff0a3ef6,54,27,0
0x8090f9c6738d1ab7:0x44ace67a33d38880,63,34,4
0x8090f9c67b5b6bdd:0x3463ab05b7aea8fc,303,221,263
0x8090f9cb4488fce3:0xf1540ba712810159,88,36,0
0x8090f9cba194a9b9:0xb79d74747171498,188,129,32
0x8090f9cbc64f36bd:0xa0e89936922f9933,158,136,75
0x8090f9cc0992a22b:0xa1582416cccb1ae2,55,42,46
0x8090f9cc89477f61:0x5121291f8e897aab,158,80,0
0x8090f9cc921a49f3:0xbc601f7ec40c906,88,58,0
0x8090f9ccbdad92df:0xaf3aff85b7ffe150,65,40,37
0x8090f9ced36e4921:0x80c7ba9a4dffbb9e,559,328,0
0x8090f9cedb1ebb9b:0x89ed575de505a8d2,108,64,108
0x8090f9cf2f562f0b:0x1d0766d05b40855c,268,140,0
0x8090f9cf3460fa8b:0x4b952ab7486a0fc9,102,47,0
0x8090f9f1c85bd40d:0x8b949b3f441f6618,95,35,9
0x8090f9fa63946f41:0xb72d5a9f085d2e66,88,40,27
0x809100439e6cbbeb:0xc49cb09a30d7ac7b,116,57,0
0x80910043a5db1a29:0x9c3e1c8d028a4aa9,698,397,1
0x80910043e3c6aaab:0x2812dc9accf93f85,158,107,0
0x80910044036401ab:0xc27360d100529fc2,138,69,0
0x80910044052df33b:0x755a3a7f69f8470b,157,90,0
0x809101ac9053c53f:0x9702d2cdfb36acce,148,88,0
0x8091026187b38c77:0x6277aaf506970597,68,44,1
0x80910262e96ee5fd:0x648fe2183ad8e282,68,46,0
0x80910264f5eed2cb:0x139efe4ff054fe7a,66,26,0
0x8091042cc5fe9723:0xc599a611d1510275,85,51,0
0x8091046cb7d54101:0x103badcc4a14db5e,55,27,0
0x809105d4b12b786b:0xaec7dd24c61c49f1,53,33,1
0x80910612b879be25:0x247f14fe35b087b9,214,94,5
0x80910620159d4b45:0x69a9dc165fb3d8a4,65,35,36
0x8091062389437ecb:0x7a0cee6fcf0d73a8,56,43,18
0x8091062ca673d985:0x28cb423e157fae72,88,59,0
0x8091062cbacb86ad:0xc28bce9655f7d1c9,88,36,0
0x80910634a21633cb:0xaaf2f608eb85a7f3,134,86,0
0x80910634b01b4ec7:0xb38c3f7102388ecc,84,52,15
0x8091063739e156d1:0xaf6de2ace2dc5ac4,188,99,0
0x80910637aea9896d:0xded66b6dbbc48ef3,134,49,0
0x80910648a8939de5:0xce2d30c338dc91b6,63,52,9
0x809106496389164f:0x613944af7f8a3235,78,40,0
0x80910649678b19a1:0xcd75552d3bea7fc4,218,96,1
0x80910649fdedfb7d:0x287769f37b2a4552,96,46,0
0x8091064a1cabdb4f:0x554bc116f5917f5b,64,34,0
0x8091064aa55122c5:0x1989b432bafbadd3,67,36,6
0x8091064af8307f37:0x37fb85a885afa334,166,101,0
0x8091064bce8f40c9:0x4d61058bb6e0ec3,238,142,0
0x8091064cd9979ccb:0x2c40d69010abc01f,94,49,0
0x8091064e56df5a7d:0x292b76111f0cfc13,55,32,15
0x80910654b9a7d4bd:0x5ee916496eb69302,163,90,2
0x8091065769803b87:0x7fe8f892220a6469,667,327,563
0x809106581f351987:0x4335d4fc602e2277,124,85,70
0x8091066af05fb895:0xf6b967f16487d5f3,133,78,0
0x8091066af0f7ec99:0x36b248cfa07143d,174,93,69
0x809106f7919e30b7:0x1d25c37d8bbe5167,175,108,1
0x809106fa9f779951:0xe48c72218be1ccab,78,74,56
0x809106fd9d8394fb:0x41b1106b8b16b229,137,87,16
0x809106fe0c1c7f99:0x61a689184c65e846,102,66,0
0x8091070824c134a7:0x66dc4fc0e609d37c,108,41,0
0x8091070981aae3ed:0x7d5568048e77af32,108,86,0
0x80910709a2b26f3d:0x1af660044d9e1b43,96,66,0
0x8091070b4cc8f59d:0xcb797660b6f8f241,228,136,0
0x8091070e1b58db41:0xe5fd74381cfd7bd3,186,108,181
0x809107130f8bd273:0xf8c2a452777d83b,106,32,0
0x80910715366f0733:0x14294b0967bdc5da,97,51,19
0x8091071830a33369:0x9f17f1a95b97758f,67,26,0
0x8091071915731505:0x6ddbcc1873c2fcf3,58,21,0
0x8091071d7d673c43:0x586b2c11365970c1,173,126,0
0x8091071df2614bb3:0xf891a78336d9ec8,168,91,0
0x8091073d2473e069:0xb076837374f8516a,84,27,9
0x809107416fbfc847:0x9d6c00ef68f3a974,78,43,0
0x809107420043c025:0x13887bb137d0adec,582,342,48
0x80910742127ee265:0x22497b993ca7311a,138,67,135
0x809107421914084d:0x7b8efc0ee2346bbb,216,136,0
0x80910742542e08eb:0x50c368eecf5bd71e,84,37,0
0x809107426cdeec6b:0xb972cf8bb86977bc,158,94,3
0x80910742be06787d:0x67a8edde86b73628,1145,532,5
0x80910742cf089da5:0x1fef1a6cfeb66c21,96,71,19
0x8091075cfee40037:0x5250273e32631ef5,468,235,154
0x8091075d771692c7:0x204db1698854143d,65,53,0
0x8091075d92ea24af:0x2b8d2ee69c8f4991,55,25,0
0x8091075db4aba731:0x19dabc8061384156,227,98,0
0x8091075db4aba731:0x5655ae7c1ef73aec,199,119,4
0x8091076aeb08d181:0xa6165263de0643c0,398,217,1
0x809107725a936771:0x3cf101d05128bae,135,93,0
0x80910773782224ff:0xd31699a7caaf541d,258,159,0
0x809107749dc1f22d:0x206364f45ccdd157,68,44,25
0x80910775a877acb9:0xacd85c9c101cdae8,83,49,0
0x8091077ab4c80c7d:0x891267891bf3473e,67,48,0
0x8091077eeb1d1e0d:0x4a4ace221649baa,73,56,0
0x809107aaf7bb69ff:0xc7a62d773100273b,68,26,2
0x809107abe2bdc0e7:0x52d9a3906e4891af,77,50,0
0x809107ac3f73c47b:0x261ccfa920c0e712,170,86,0
0x809107ac42640c41:0x4136237d93f26e25,85,70,10
0x809107ad6571fa69:0x45d0b0c5deab639e,108,87,10
0x809107ad6da6e5f3:0x150af382cd88fd02,174,106,2
0x809107adabd81a33:0xeffe848521bf3cad,74,55,0
0x809107b43835f22b:0x9a11d42aefcc6375,95,53,0
0x809107b5333d311d:0x2b4c18bfbb43e682,128,115,71
0x809107b61cdc0ec5:0xdc219e39a37c30d2,75,50,50
0x809107d34ebbbf27:0xe5bb097645ead2aa,624,278,53
0x809107e96ac9b31d:0x32ff15979be8822b,96,70,0
0x809107eb0ddff5dd:0x76ec37c478a5c4cb,68,60,33
0x809107f61f9cdc8f:0x544214837cdf7e29,121,81,7
0x809108809131c3b1:0xc9e5d4f5b37bcf7a,73,44,0
0x80910880bc6726c9:0xd2e66e38fde464ef,268,132,0
0x809108eb40d26bcb:0xf4cf2ff43bd04f92,173,101,112
0x809109759b9ebc07:0xe27920bfeaebc615,337,181,1
0x8091097662a35d11:0x5b2c0446134f4b9c,95,51,11
0x80910981e7a52f21:0xa4c7d3fd0a71205,84,30,0
0x8091099dfe32c7ad:0xd2947050289ec552,58,33,0
0x80910d0a9a46f465:0x746a43a834b318e5,166,113,0
0x80910d0a9f11c7a3:0x327bb05c538ff357,388,162,32
0x80910d0af258f483:0x254c4a822550729b,64,28,23
0x80910d0af2be915b:0xb22b071c58abb7a6,98,47,0
0x80910d65f1af3899:0xdf3fae66e9a276d3,103,37,0
0x80910d6e8a4c7b0f:0xfa39a20b747f62b5,58,22,0
0x80910d785401cb51:0x72e950b54d89a0f7,252,141,0
0x80910d79a046d6d1:0xb06aea6f8e0a72b3,78,41,0
0x80910d7a9ea939ff:0xb937c7fa9a056b42,57,26,0
0x80910d7b0a287665:0x62bd54f781d0f4ec,68,43,0
0x80910ed74c96820f:0xf6a7fd582931dcd6,114,74,98
0x80911292402778bb:0x6a73f6d927d97936,148,50,0
0x809114ab93a7e41d:0xe5950e1f6198773a,104,42,0
0x809114ac1cdfcb43:0x2478cdf92c603e51,51,24,0
0x80912cf3cd47749f:0xf0d41b3730de2ec1,158,108,0
0x80912f5353909ffb:0x72c508e01f955359,158,89,0
0x8091420069565d8d:0x9f5b28af5aed2aeb,88,46,2
0x809142048fa69103:0x636dbefdc9d91918,98,68,0
0x8091423fe2b8bbbd:0x57fce3ddd53f0dbe,56,30,0
0x80914248804717f5:0x4178deba7dd4b025,95,41,0
0x8091424886d769f1:0x162794ca49873f2c,88,35,0
0x80914249a7632b39:0x70a5f14620707b0e,157,90,0
0x8091424a61acf81b:0x5962a3f4cab55f77,327,207,0
0x8091424ad64b3c69:0x656d909dbf2288b4,97,43,0
0x8091424b1215df3f:0x58d53e068f74e199,62,32,19
0x8091424b3f308475:0x1d8d934c1ef4a3ba,78,49,31
0x8091424b3f308475:0xbd4bf5d8133261c4,624,250,44
0x8091424b3f308475:0xe8a7e6e3ee6948b5,53,17,0
0x8091424bbc870b15:0xf2ccf444ac63badc,115,50,0
0x8091424bbd88ca43:0xd8002fe93b5c4be6,66,53,45
0x8091424beb556a2f:0xff576bdd1fcfa976,138,64,0
0x8091424bf04cd40f:0x7d3570be64a3880b,128,67,0
0x8091424bfe9a4dd5:0x180e1a6fe79b05c4,66,34,0
0x8091424bfe9a4dd5:0xe47820cbb9acfe4c,850,724,493
0x809142550b581ce1:0x5e0393c019a821da,118,56,0
0x8091425550cee315:0x24598a35007b7d2d,128,57,0
0x8091425a397e5f6f:0x14d743d72825d7fb,98,62,0
0x8091425be862d3d7:0x486cedd5bcd32617,58,37,52
0x8091425bf5fb2bf5:0xc9fd524d2098a487,128,60,0
0x8091425c40159059:0xb4ae4d437117908d,68,44,1
0x8091425d80e95939:0x6884a9982c8b780b,659,338,584
0x8091425eb225235d:0x2fce566c6af7a355,545,289,514
0x8091425f175325b1:0x2677dca28d0c9cbe,54,33,2
0x80914260b0de9dc9:0x9a44765eb51bb238,382,178,0
0x8091426ae35fce87:0xd86b09009f5e881c,58,37,47
0x809142e2b6343ddf:0xf0d246457ae5c51f,465,198,12
0x809142e320239085:0xebf025effce9383d,77,56,45
0x809142eee40b20ab:0x8e5508c076fe33b1,257,61,0
0x809142f35a83669f:0x44057a951981ce0b,78,23,0
0x809142f61fb9c181:0x6a33b5ed1365ed91,54,28,51
0x809142f807f557bd:0x57e54ebf9533269f,56,39,0
0x809142f81d77ba0b:0x7eab5430c5bc2893,104,63,52
0x809142fe1bbce8c1:0x64862c0122e3115f,872,390,0
0x809142fe458a49e9:0x200d55d890d2833e,88,49,0
0x809142fe4fe93007:0xdd032dc521e35b9e,78,45,0
0x809142fe5bef5c8f:0xd2654b53a2aeb477,158,114,26
0x809142fe886963f5:0x4148e7080cb45f72,318,183,14
0x809142fefaa358f7:0x4ebe6d491017a050,85,54,4
0x8091430203518991:0x5708c918d428015a,87,50,10
0x809143024a6cb8a5:0x5aa77a7f646ae5c3,58,34,0
0x80914302885df2bf:0x491328f9e79e738a,84,56,0
0x8091430311493497:0xa1748f7fc77e2f77,86,53,22
0x8091430355480ba3:0x45bf7b12905cd64c,138,56,0
0x80914303b54035b5:0x817200f97112c396,65,41,0
0x8091430439b9a3b5:0x199c86c599be1dab,194,140,0
0x80914305d48fff9d:0x2046e56e31244115,77,30,0
0x80914306406f3701:0xe3733b44ed708f5e,146,69,2
0x8091431c6037d957:0xae95f680023cb9e0,65,40,0
0x8091431c7d01ad6d:0xf3a67c99978094a3,158,76,0
0x8091433926e50abd:0xd4eac43951d4dc32,368,145,6
0x8091433d3d7950d7:0x82cade38a8a1bce5,88,61,0
0x8091434d33bdc607:0xcb4460a17c229d9a,74,40,31
0x809143541d15fbd3:0x5d03ac42091d7ded,88,70,0
0x8091435a4b7ca70f:0x80bc3a0c9d19293a,118,107,10
0x8091437445e134a3:0x511ce7a02e8ac012,101,67,86
0x8091437c75827d2b:0x9ac91f5451e1471b,53,41,2
0x8091438dad979bbf:0x9c941b9d61cd3705,53,30,0
0x8091439f69f4043f:0x670fee008af117a9,97,67,23
0x809143a589bce55f:0x404acf67aff498ff,58,48,48
0x809143a5ea6e9143:0x5955946c1129d7d2,62,45,0
0x809143a5ee4c2ec7:0xde601bd2735fad9a,93,55,0
0x809143a601a65223:0xbd1c5c71643992e8,82,34,0
0x809143a796002bd5:0x52d6fb7f04ad51aa,178,113,0
0x809143a89c2bae6f:0x2a7bd26fc692ac40,107,72,78
0x809143ab1fb4db63:0x5dafd5e456a64178,56,37,0
0x809143ab7ec6b691:0x4a0f160dbdd4d528,457,280,89
0x809143afecea2a67:0xfd646cfc2a12bd97,78,47,4
0x809143b3b38469eb:0x60c5f341440588b2,210,196,154
0x809143b406d065c9:0x3f5eca303ccf6e26,95,64,27
0x809143b51d636fd7:0x68239c06fa2dede1,186,110,186
0x809143ba5f823951:0x7d4e7f2a725035ce,108,56,0
0x809143c03f4ceb89:0xeaafbbfd22f896c1,347,190,41
0x809143c05108259f:0xc4dbc35ab5a68de2,68,40,17
0x809143c636555e9f:0x271d5e1c0437e494,87,50,81
0x809143c74382c057:0xc83b5ee5b1ef8b25,51,29,0
0x809143cddf8ad27b:0x686ce6b631aa2620,73,21,13
0x8091446ff3c233db:0x8b5ea55614f10353,88,53,0
0x809146a8d56a390d:0x66a5111e1d17478f,78,29,0
0x80914747c33c69d9:0xd0b2b47a49cf593c,76,25,0
0x809150144a31d093:0xd0d53db47b4a5795,67,31,0
0x8091501460a07f21:0xa04f798972347cd4,298,125,0
0x8091504108972625:0x48dd3843137b7a1,75,39,0
0x80915420c76585bb:0x2758899ce53f2a30,128,73,20
0x809169b824157985:0xcfe67effe99dcb04,67,55,0
0x809169e24876ce2f:0xfd10975cf944197d,65,29,0
0x80916af891b1498d:0xa08224d83ab5b073,186,108,0
0x80916b0177bdacfb:0xd0ec45f23d83bec5,98,50,0
0x80916b06ab7865f3:0xc6b92dcafc0b7f42,138,85,4
0x80916b0d41660163:0x81429b93cdaa6c68,353,188,0
0x80916b0d452473c3:0xb352f3b3fd0b6a83,164,87,0
0x80916b0d55c05fdf:0x4eec7fc6c4787587,156,94,0
0x80916b0e5aade38d:0x55a7d6234531dff7,272,149,23
0x80916b0e5aaeb9d5:0xbb5e8adbada6c562,86,71,66
0x80916b11fc468be1:0x7fccae0663c7854d,218,93,0
0x80916b12c33d6721:0x468946bd8250ce89,57,27,0
0x80916b12d74c00bb:0x8f291a879d9f4447,807,488,0
0x80916b3f519ad7a3:0xe34fc559802b0484,78,41,72
0x80916b5341c46745:0x880cc8d5cc16493e,98,56,0
0x80916b573066669d:0xcc9519aaf49b281d,118,99,23
0x80916b6359b0b117:0xb7289ac057422403,112,42,0
0x80916b64034f0f79:0xeb8b75a857391a8e,652,309,91
0x80916b641700f5ff:0x4e39f30d0487650d,798,365,781
0x80916b642b898cbf:0xb98e4ebdedc4ce8e,107,72,0
0x80916b642c6267b9:0x2b1eea15063877f3,76,51,0
0x80916b642c77ff05:0x5bfa86649850e41f,144,73,140
0x80916b66b20f9665:0x48b9c37f19b37a7c,52,32,2
0x80916b6d0bfde23f:0x9ced3dad9275f42b,155,66,1
0x80916b6d531fb159:0xdce4bfe72ed7ad1b,58,50,30
0x80916b6db43408b9:0x8f19ad307c5f722a,357,173,0
0x80916b6dc127491f:0x1f28931e775b30bd,467,205,2
0x80916b6dc491532d:0x5e639a9d57ba536a,170,78,6
0x80916b6ef6f35b93:0x1999bbb94c68c23b,58,29,0
0x80916b72ad515a3f:0xf03b4a626bd60cbe,275,128,78
0x80916b78066de27f:0xb6287adbc003db08,327,191,0
0x80916b78a9fac6f1:0x74a808af0833c340,58,33,2
0x80916b793c642727:0x69e9f0bc65cb24e,58,19,0
0x80916b81e5914553:0x2694facb36b168f2,479,220,0
0x80916b835775d7a7:0xc0e59c46a0b6fa8e,316,189,0
0x80916b83ba793201:0xebbf62cce983b29a,110,46,0
0x80916b90d7a0721d:0xf5c651064b50221c,511,291,468
0x80916b98084a643d:0xd8974bea2c23f601,188,89,0
0x80916b9d54b260bf:0xb48e6180cdfc7d4f,128,88,4
0x80916bae0e3fc6cf:0x8b15835c015afb47,98,68,0
0x80916be8a6a4a6ef:0x64ad94bbf75fa98f,67,34,0
0x80916cb461e94705:0xf464e313b088d99a,211,140,190
0x80917e885c54720b:0xb381427f7c2609cc,64,50,0
0x80917e895d216713:0x1c942b11d0ac4453,93,39,0
0x80917e8b777b998f:0xea4ed33a7281223b,68,38,12
0x80917ec8e17b9ad1:0x656e52176baf32e3,67,27,0
0x80917ee1f5988907:0xc600f8161185cf94,108,51,0
0x80917ee21bf8d1e7:0x8b7825f0e72b3eda,138,38,0
0x80917ee2ec1d275b:0x1116316554d9b385,244,111,78
0x80917ee7412dd27f:0x5d913a48b07b84a3,115,26,0
0x80917eec532c322f:0xac8f00551391210b,64,21,0
0x80917eeec7758b4b:0x1c365da39331d91e,210,173,197
0x80917ef1a84d9155:0x6801d0a009ef4659,1272,568,22
0x80917f17dd183ebf:0xcec921e2f08adf8a,126,88,0
0x80917f21059b6cc9:0xf5fd39a1c34a85cc,84,39,0
0x80917f21cd608a65:0x9406dd99b9a0ff41,418,190,39
0x80917f232e60371f:0x5aef0dca0c95fda1,118,24,0
0x80917f3c069b1d6b:0x1e610cb8e53b1dc4,58,23,0
0x80917f6abe06032b:0x1dbac61233bce0dd,294,159,8
0x80917f7406f32069:0xd2cd6685a53ac73a,97,78,32
0x809184c60ef7b4c1:0x957acd459c51ddab,94,47,0
0x809184c6ac8ca091:0x33cbb9bae89396a3,58,39,0
0x809184ccbb1141c9:0xcec2ab0b6868ea7b,116,68,0
0x809198b81bd3edc7:0x1147d6bb5aeb9fea,158,102,0
0x809198b9705dc46b:0x44eab979271dee55,125,49,0
0x809198b9c9183999:0x8e4eee618d23bb6b,54,26,0
0x80919aa00fc9a3ad:0x3bf55bb30d7829b9,97,53,0
0x80919ab087bbc04f:0x5d861c6bc64c802f,124,77,0
0x8091a24b157fb7c9:0x8960d5c074c7aa26,58,37,0
0x8091a3a5589c8fa9:0x48797863491a2698,67,31,0
0x8091a3afdfbd479f:0xee7c0262e6d92c4b,168,72,0
0x8091a3affbc10a6d:0x537a101940beb757,148,82,3
0x8091a3b03be4a21b:0xb9fee20859b2ef54,53,23,0
0x8091a3b1833d6da7:0xff94fac39c47334f,83,45,53
0x8091aa08d76a3527:0x59076c0706cdf868,64,32,0
0x8091aa6fa09863f5:0x73bd5f8abdb48a49,58,15,0
0x8091aad443d182e5:0xdcc2e01595835514,68,49,38
0x8091aad4ff382c21:0x9fbaf69240dc6df7,335,305,2
0x8091aad6236ba2a7:0xab8f9ccf0dd899b1,66,59,2
0x8091aad6e4853957:0xa08676576e5e59c9,112,51,0
0x8091aad6e4cabb2b:0xdfb7997b1774ab8f,264,136,0
0x8091aad6f7a24e11:0x7a7a8c5e48d76c45,75,56,60
0x8091aad77ca45159:0xfe98dcfdac01155f,56,23,0
0x8091aad7a7c4d8f3:0xe4aa0b5a0d2fbcb8,66,26,11
0x8091aae0e7059131:0x639f9cf6a9c72fff,74,31,0
0x8091ab2c5e908223:0x3032897ac0ed6b5e,102,72,40
0x8091ab2c8c45123d:0xa8ac8722b61e786a,98,55,1
0x8091ab2e02be0cfd:0x28cb7922a6a4ba16,156,91,0
0x8091ab2fc81a5243:0xc0173e4bab2edbe0,525,494,343
0x8091ab3216e270bd:0x571a113699018cf9,88,46,0
0x8091ab3346185317:0x5c0056fabb325608,405,213,0
0x8091ab4da8a69f0f:0x1ba39fe5f51a9bdb,145,89,0
0x8091ab53fa0723b3:0x47bad6ae68ea1e03,177,85,0
0x8091ab562ec62f6b:0x9ea3ddcda2a91078,121,61,44
0x8091abcabba41d33:0xb8b97a2c33eb134a,108,56,61
0x8091b17bfa4a366f:0x98187ce93d5aaa93,105,76,102
0x8091b17fe02ef031:0x1bab449fd8783e8,58,45,25
0x8091b22ccf78f71b:0x1bfafb0098b4ff47,94,43,0
0x8091b26896536fef:0x30e75a0bc39b0643,58,35,31
0x8091b33f1341c5bd:0x92b05786c5da253e,78,44,41
0x8091b36ead35fe3f:0xf622e2c7b4f09440,68,42,35
0x8091b39cb557d7df:0x2ef41ac3687d7a64,68,33,31
0x8091b3cf023290b7:0xb674ea2c34f8806c,65,40,0
0x8091b3d8b8c61a31:0xd3cfcbaee07cac6f,58,40,0
0x8091b3d8bf567533:0x1829578d0bf4b1a0,51,21,20
0x8091b3daceab3283:0x2087608ea30fc456,57,18,0
0x8091b3df3cbe2397:0x619b0661a5d9aedf,88,42,3
0x8091b3df4011bed5:0x8c622dc490321226,154,90,0
0x8091b4af4edaed21:0x97f0fb6847ade9f7,58,34,0
0x8091cc6cd7cee159:0xba543ff99132950c,127,75,0
0x8091d8a791e787cd:0xe11d9dabcd911629,722,293,0
